,Daily Cost of Bus,Daily Number of Riders,Ticket Price
3555,450,155,10.50
3556,450,160,10.50
3557,450,165,10.50
3558,450,170,10.50
3559,450,175,10.50
3560,450,180,10.50
3561,450,185,10.50
3562,450,190,10.50
3563,450,195,10.50
3564,450,200,10.50
3565,450,205,10.50
3566,450,210,10.50
3567,450,215,10.50
3568,450,220,10.50
3569,450,225,10.50
3570,450,230,10.50
3571,450,235,10.50
3572,450,240,10.50
3573,450,245,10.50
3574,450,250,10.50
3575,450,255,10.50
3576,450,260,10.50
3577,450,20,11.00
3578,450,25,11.00
3579,450,30,11.00
3580,450,35,11.00
3581,450,40,11.00
3582,450,45,11.00
3583,450,50,11.00
3584,450,55,11.00
3585,450,60,11.00
3586,450,65,11.00
3587,450,70,11.00
3588,450,75,11.00
3589,450,80,11.00
3590,450,85,11.00
3591,450,90,11.00
3592,450,95,11.00
3593,450,100,11.00
3594,450,105,11.00
3595,450,110,11.00
3596,450,115,11.00
3597,450,120,11.00
3598,450,125,11.00
3599,450,130,11.00
3600,450,135,11.00
3601,450,140,11.00
3602,450,145,11.00
3603,450,150,11.00
3604,450,155,11.00
3605,450,160,11.00
3606,450,165,11.00
3607,450,170,11.00
3608,450,175,11.00
3609,450,180,11.00
3610,450,185,11.00
3611,450,190,11.00
3612,450,195,11.00
3613,450,200,11.00
3614,450,205,11.00
3615,450,210,11.00
3616,450,215,11.00
3617,450,220,11.00
3618,450,225,11.00
3619,450,230,11.00
3620,450,235,11.00
3621,450,240,11.00
3622,450,245,11.00
3623,450,250,11.00
3624,450,255,11.00
3625,450,260,11.00
3626,450,20,11.50
3627,450,25,11.50
3628,450,30,11.50
3629,450,35,11.50
3630,450,40,11.50
3631,450,45,11.50
3632,450,50,11.50
3633,450,55,11.50
3634,450,60,11.50
3635,450,65,11.50
3636,450,70,11.50
3637,450,75,11.50
3638,450,80,11.50
3639,450,85,11.50
3640,450,90,11.50
3641,450,95,11.50
3642,450,100,11.50
3643,450,105,11.50
3644,450,110,11.50
3645,450,115,11.50
3646,450,120,11.50
3647,450,125,11.50
3648,450,130,11.50
3649,450,135,11.50
3650,450,140,11.50
3651,450,145,11.50
3652,450,150,11.50
3653,450,155,11.50
3654,450,160,11.50
3655,450,165,11.50
3656,450,170,11.50
3657,450,175,11.50
3658,450,180,11.50
3659,450,185,11.50
3660,450,190,11.50
3661,450,195,11.50
3662,450,200,11.50
3663,450,205,11.50
3664,450,210,11.50
3665,450,215,11.50
3666,450,220,11.50
3667,450,225,11.50
3668,450,230,11.50
3669,450,235,11.50
3670,450,240,11.50
3671,450,245,11.50
3672,450,250,11.50
3673,450,255,11.50
3674,450,260,11.50
3675,450,20,12.00
3676,450,25,12.00
3677,450,30,12.00
3678,450,35,12.00
3679,450,40,12.00
3680,450,45,12.00
3681,450,50,12.00
3682,450,55,12.00
3683,450,60,12.00
3684,450,65,12.00
3685,450,70,12.00
3686,450,75,12.00
3687,450,80,12.00
3688,450,85,12.00
3689,450,90,12.00
3690,450,95,12.00
3691,450,100,12.00
3692,450,105,12.00
3693,450,110,12.00
3694,450,115,12.00
3695,450,120,12.00
3696,450,125,12.00
3697,450,130,12.00
3698,450,135,12.00
3699,450,140,12.00
3700,450,145,12.00
3701,450,150,12.00
3702,450,155,12.00
3703,450,160,12.00
3704,450,165,12.00
3705,450,170,12.00
3706,450,175,12.00
3707,450,180,12.00
3708,450,185,12.00
3709,450,190,12.00
3710,450,195,12.00
3711,450,200,12.00
3712,450,205,12.00
3713,450,210,12.00
3714,450,215,12.00
3715,450,220,12.00
3716,450,225,12.00
3717,450,230,12.00
3718,450,235,12.00
3719,450,240,12.00
3720,450,245,12.00
3721,450,250,12.00
3722,450,255,12.00
3723,450,260,12.00
3724,450,20,12.50
3725,450,25,12.50
3726,450,30,12.50
3727,450,35,12.50
3728,450,40,12.50
3729,450,45,12.50
3730,450,50,12.50
3731,450,55,12.50
3732,450,60,12.50
3733,450,65,12.50
3734,450,70,12.50
3735,450,75,12.50
3736,450,80,12.50
3737,450,85,12.50
3738,450,90,12.50
3739,450,95,12.50
3740,450,100,12.50
3741,450,105,12.50
3742,450,110,12.50
3743,450,115,12.50
3744,450,120,12.50
3745,450,125,12.50
3746,450,130,12.50
3747,450,135,12.50
3748,450,140,12.50
3749,450,145,12.50
3750,450,150,12.50
3751,450,155,12.50
3752,450,160,12.50
3753,450,165,12.50
3754,450,170,12.50
3755,450,175,12.50
3756,450,180,12.50
3757,450,185,12.50
3758,450,190,12.50
3759,450,195,12.50
3760,450,200,12.50
3761,450,205,12.50
3762,450,210,12.50
3763,450,215,12.50
3764,450,220,12.50
3765,450,225,12.50
3766,450,230,12.50
3767,450,235,12.50
3768,450,240,12.50
3769,450,245,12.50
3770,450,250,12.50
3771,450,255,12.50
3772,450,260,12.50
3773,450,20,13.00
3774,450,25,13.00
3775,450,30,13.00
3776,450,35,13.00
3777,450,40,13.00
3778,450,45,13.00
3779,450,50,13.00
3780,450,55,13.00
3781,450,60,13.00
3782,450,65,13.00
3783,450,70,13.00
3784,450,75,13.00
3785,450,80,13.00
3786,450,85,13.00
3787,450,90,13.00
3788,450,95,13.00
3789,450,100,13.00
3790,450,105,13.00
3791,450,110,13.00
3792,450,115,13.00
3793,450,120,13.00
3794,450,125,13.00
3795,450,130,13.00
3796,450,135,13.00
3797,450,140,13.00
3798,450,145,13.00
3799,450,150,13.00
3800,450,155,13.00
3801,450,160,13.00
3802,450,165,13.00
3803,450,170,13.00
3804,450,175,13.00
3805,450,180,13.00
3806,450,185,13.00
3807,450,190,13.00
3808,450,195,13.00
3809,450,200,13.00
3810,450,205,13.00
3811,450,210,13.00
3812,450,215,13.00
3813,450,220,13.00
3814,450,225,13.00
3815,450,230,13.00
3816,450,235,13.00
3817,450,240,13.00
3818,450,245,13.00
3819,450,250,13.00
3820,450,255,13.00
3821,450,260,13.00
3822,450,20,13.50
3823,450,25,13.50
3824,450,30,13.50
3825,450,35,13.50
3826,450,40,13.50
3827,450,45,13.50
3828,450,50,13.50
3829,450,55,13.50
3830,450,60,13.50
3831,450,65,13.50
3832,450,70,13.50
3833,450,75,13.50
3834,450,80,13.50
3835,450,85,13.50
3836,450,90,13.50
3837,450,95,13.50
3838,450,100,13.50
3839,450,105,13.50
3840,450,110,13.50
3841,450,115,13.50
3842,450,120,13.50
3843,450,125,13.50
3844,450,130,13.50
3845,450,135,13.50
3846,450,140,13.50
3847,450,145,13.50
3848,450,150,13.50
3849,450,155,13.50
3850,450,160,13.50
3851,450,165,13.50
3852,450,170,13.50
3853,450,175,13.50
3854,450,180,13.50
3855,450,185,13.50
3856,450,190,13.50
3857,450,195,13.50
3858,450,200,13.50
3859,450,205,13.50
3860,450,210,13.50
3861,450,215,13.50
3862,450,220,13.50
3863,450,225,13.50
3864,450,230,13.50
3865,450,235,13.50
3866,450,240,13.50
3867,450,245,13.50
3868,450,250,13.50
3869,450,255,13.50
3870,450,260,13.50
3871,450,20,14.00
3872,450,25,14.00
3873,450,30,14.00
3874,450,35,14.00
3875,450,40,14.00
3876,450,45,14.00
3877,450,50,14.00
3878,450,55,14.00
3879,450,60,14.00
3880,450,65,14.00
3881,450,70,14.00
3882,450,75,14.00
3883,450,80,14.00
3884,450,85,14.00
3885,450,90,14.00
3886,450,95,14.00
3887,450,100,14.00
3888,450,105,14.00
3889,450,110,14.00
3890,450,115,14.00
3891,450,120,14.00
3892,450,125,14.00
3893,450,130,14.00
3894,450,135,14.00
3895,450,140,14.00
3896,450,145,14.00
3897,450,150,14.00
3898,450,155,14.00
3899,450,160,14.00
3900,450,165,14.00
3901,450,170,14.00
3902,450,175,14.00
3903,450,180,14.00
3904,450,185,14.00
3905,450,190,14.00
3906,450,195,14.00
3907,450,200,14.00
3908,450,205,14.00
3909,450,210,14.00
3910,450,215,14.00
3911,450,220,14.00
3912,450,225,14.00
3913,450,230,14.00
3914,450,235,14.00
3915,450,240,14.00
3916,450,245,14.00
3917,450,250,14.00
3918,450,255,14.00
3919,450,260,14.00
3920,450,20,14.50
3921,450,25,14.50
3922,450,30,14.50
3923,450,35,14.50
3924,450,40,14.50
3925,450,45,14.50
3926,450,50,14.50
3927,450,55,14.50
3928,450,60,14.50
3929,450,65,14.50
3930,450,70,14.50
3931,450,75,14.50
3932,450,80,14.50
3933,450,85,14.50
3934,450,90,14.50
3935,450,95,14.50
3936,450,100,14.50
3937,450,105,14.50
3938,450,110,14.50
3939,450,115,14.50
3940,450,120,14.50
3941,450,125,14.50
3942,450,130,14.50
3943,450,135,14.50
3944,450,140,14.50
3945,450,145,14.50
3946,450,150,14.50
3947,450,155,14.50
3948,450,160,14.50
3949,450,165,14.50
3950,450,170,14.50
3951,450,175,14.50
3952,450,180,14.50
3953,450,185,14.50
3954,450,190,14.50
3955,450,195,14.50
3956,450,200,14.50
3957,450,205,14.50
3958,450,210,14.50
3959,450,215,14.50
3960,450,220,14.50
3961,450,225,14.50
3962,450,230,14.50
3963,450,235,14.50
3964,450,240,14.50
3965,450,245,14.50
3966,450,250,14.50
3967,450,255,14.50
3968,450,260,14.50
3969,450,20,15.00
3970,450,25,15.00
3971,450,30,15.00
3972,450,35,15.00
3973,450,40,15.00
3974,450,45,15.00
3975,450,50,15.00
3976,450,55,15.00
3977,450,60,15.00
3978,450,65,15.00
3979,450,70,15.00
3980,450,75,15.00
3981,450,80,15.00
3982,450,85,15.00
3983,450,90,15.00
3984,450,95,15.00
3985,450,100,15.00
3986,450,105,15.00
3987,450,110,15.00
3988,450,115,15.00
3989,450,120,15.00
3990,450,125,15.00
3991,450,130,15.00
3992,450,135,15.00
3993,450,140,15.00
3994,450,145,15.00
3995,450,150,15.00
3996,450,155,15.00
3997,450,160,15.00
3998,450,165,15.00
3999,450,170,15.00
4000,450,175,15.00
4001,450,180,15.00
4002,450,185,15.00
4003,450,190,15.00
4004,450,195,15.00
4005,450,200,15.00
4006,450,205,15.00
4007,450,210,15.00
4008,450,215,15.00
4009,450,220,15.00
4010,450,225,15.00
4011,450,230,15.00
4012,450,235,15.00
4013,450,240,15.00
4014,450,245,15.00
4015,450,250,15.00
4016,450,255,15.00
4017,450,260,15.00
4018,450,20,15.50
4019,450,25,15.50
4020,450,30,15.50
4021,450,35,15.50
4022,450,40,15.50
4023,450,45,15.50
4024,450,50,15.50
4025,450,55,15.50
4026,450,60,15.50
4027,450,65,15.50
4028,450,70,15.50
4029,450,75,15.50
4030,450,80,15.50
4031,450,85,15.50
4032,450,90,15.50
4033,450,95,15.50
4034,450,100,15.50
4035,450,105,15.50
4036,450,110,15.50
4037,450,115,15.50
4038,450,120,15.50
4039,450,125,15.50
4040,450,130,15.50
4041,450,135,15.50
4042,450,140,15.50
4043,450,145,15.50
4044,450,150,15.50
4045,450,155,15.50
4046,450,160,15.50
4047,450,165,15.50
4048,450,170,15.50
4049,450,175,15.50
4050,450,180,15.50
4051,450,185,15.50
4052,450,190,15.50
4053,450,195,15.50
4054,450,200,15.50
4055,450,205,15.50
4056,450,210,15.50
4057,450,215,15.50
4058,450,220,15.50
4059,450,225,15.50
4060,450,230,15.50
4061,450,235,15.50
4062,450,240,15.50
4063,450,245,15.50
4064,450,250,15.50
4065,450,255,15.50
4066,450,260,15.50
4067,450,20,16.00
4068,450,25,16.00
4069,450,30,16.00
4070,450,35,16.00
4071,450,40,16.00
4072,450,45,16.00
4073,450,50,16.00
4074,450,55,16.00
4075,450,60,16.00
4076,450,65,16.00
4077,450,70,16.00
4078,450,75,16.00
4079,450,80,16.00
4080,450,85,16.00
4081,450,90,16.00
4082,450,95,16.00
4083,450,100,16.00
4084,450,105,16.00
4085,450,110,16.00
4086,450,115,16.00
4087,450,120,16.00
4088,450,125,16.00
4089,450,130,16.00
4090,450,135,16.00
4091,450,140,16.00
4092,450,145,16.00
4093,450,150,16.00
4094,450,155,16.00
4095,450,160,16.00
4096,450,165,16.00
4097,450,170,16.00
4098,450,175,16.00
4099,450,180,16.00
4100,450,185,16.00
4101,450,190,16.00
4102,450,195,16.00
4103,450,200,16.00
4104,450,205,16.00
4105,450,210,16.00
4106,450,215,16.00
4107,450,220,16.00
4108,450,225,16.00
4109,450,230,16.00
4110,450,235,16.00
4111,450,240,16.00
4112,450,245,16.00
4113,450,250,16.00
4114,450,255,16.00
4115,450,260,16.00
4116,450,20,16.50
4117,450,25,16.50
4118,450,30,16.50
4119,450,35,16.50
4120,450,40,16.50
4121,450,45,16.50
4122,450,50,16.50
4123,450,55,16.50
4124,450,60,16.50
4125,450,65,16.50
4126,450,70,16.50
4127,450,75,16.50
4128,450,80,16.50
4129,450,85,16.50
4130,450,90,16.50
4131,450,95,16.50
4132,450,100,16.50
4133,450,105,16.50
4134,450,110,16.50
4135,450,115,16.50
4136,450,120,16.50
4137,450,125,16.50
4138,450,130,16.50
4139,450,135,16.50
4140,450,140,16.50
4141,450,145,16.50
4142,450,150,16.50
4143,450,155,16.50
4144,450,160,16.50
4145,450,165,16.50
4146,450,170,16.50
4147,450,175,16.50
4148,450,180,16.50
4149,450,185,16.50
4150,450,190,16.50
4151,450,195,16.50
4152,450,200,16.50
4153,450,205,16.50
4154,450,210,16.50
4155,450,215,16.50
4156,450,220,16.50
4157,450,225,16.50
4158,450,230,16.50
4159,450,235,16.50
4160,450,240,16.50
4161,450,245,16.50
4162,450,250,16.50
4163,450,255,16.50
4164,450,260,16.50
4165,450,20,17.00
4166,450,25,17.00
4167,450,30,17.00
4168,450,35,17.00
4169,450,40,17.00
4170,450,45,17.00
4171,450,50,17.00
4172,450,55,17.00
4173,450,60,17.00
4174,450,65,17.00
4175,450,70,17.00
4176,450,75,17.00
4177,450,80,17.00
4178,450,85,17.00
4179,450,90,17.00
4180,450,95,17.00
4181,450,100,17.00
4182,450,105,17.00
4183,450,110,17.00
4184,450,115,17.00
4185,450,120,17.00
4186,450,125,17.00
4187,450,130,17.00
4188,450,135,17.00
4189,450,140,17.00
4190,450,145,17.00
4191,450,150,17.00
4192,450,155,17.00
4193,450,160,17.00
4194,450,165,17.00
4195,450,170,17.00
4196,450,175,17.00
4197,450,180,17.00
4198,450,185,17.00
4199,450,190,17.00
4200,450,195,17.00
4201,450,200,17.00
4202,450,205,17.00
4203,450,210,17.00
4204,450,215,17.00
4205,450,220,17.00
4206,450,225,17.00
4207,450,230,17.00
4208,450,235,17.00
4209,450,240,17.00
4210,450,245,17.00
4211,450,250,17.00
4212,450,255,17.00
4213,450,260,17.00
4214,450,20,17.50
4215,450,25,17.50
4216,450,30,17.50
4217,450,35,17.50
4218,450,40,17.50
4219,450,45,17.50
4220,450,50,17.50
4221,450,55,17.50
4222,450,60,17.50
4223,450,65,17.50
4224,450,70,17.50
4225,450,75,17.50
4226,450,80,17.50
4227,450,85,17.50
4228,450,90,17.50
4229,450,95,17.50
4230,450,100,17.50
4231,450,105,17.50
4232,450,110,17.50
4233,450,115,17.50
4234,450,120,17.50
4235,450,125,17.50
4236,450,130,17.50
4237,450,135,17.50
4238,450,140,17.50
4239,450,145,17.50
4240,450,150,17.50
4241,450,155,17.50
4242,450,160,17.50
4243,450,165,17.50
4244,450,170,17.50
4245,450,175,17.50
4246,450,180,17.50
4247,450,185,17.50
4248,450,190,17.50
4249,450,195,17.50
4250,450,200,17.50
4251,450,205,17.50
4252,450,210,17.50
4253,450,215,17.50
4254,450,220,17.50
4255,450,225,17.50
4256,450,230,17.50
4257,450,235,17.50
4258,450,240,17.50
4259,450,245,17.50
4260,450,250,17.50
4261,450,255,17.50
4262,450,260,17.50
4263,450,20,18.00
4264,450,25,18.00
4265,450,30,18.00
4266,450,35,18.00
4267,450,40,18.00
4268,450,45,18.00
4269,450,50,18.00
4270,450,55,18.00
4271,450,60,18.00
4272,450,65,18.00
4273,450,70,18.00
4274,450,75,18.00
4275,450,80,18.00
4276,450,85,18.00
4277,450,90,18.00
4278,450,95,18.00
4279,450,100,18.00
4280,450,105,18.00
4281,450,110,18.00
4282,450,115,18.00
4283,450,120,18.00
4284,450,125,18.00
4285,450,130,18.00
4286,450,135,18.00
4287,450,140,18.00
4288,450,145,18.00
4289,450,150,18.00
4290,450,155,18.00
4291,450,160,18.00
4292,450,165,18.00
4293,450,170,18.00
4294,450,175,18.00
4295,450,180,18.00
4296,450,185,18.00
4297,450,190,18.00
4298,450,195,18.00
4299,450,200,18.00
4300,450,205,18.00
4301,450,210,18.00
4302,450,215,18.00
4303,450,220,18.00
4304,450,225,18.00
4305,450,230,18.00
4306,450,235,18.00
4307,450,240,18.00
4308,450,245,18.00
4309,450,250,18.00
4310,450,255,18.00
4311,450,260,18.00
4312,450,20,18.50
4313,450,25,18.50
4314,450,30,18.50
4315,450,35,18.50
4316,450,40,18.50
4317,450,45,18.50
4318,450,50,18.50
4319,450,55,18.50
4320,450,60,18.50
4321,450,65,18.50
4322,450,70,18.50
4323,450,75,18.50
4324,450,80,18.50
4325,450,85,18.50
4326,450,90,18.50
4327,450,95,18.50
4328,450,100,18.50
4329,450,105,18.50
4330,450,110,18.50
4331,450,115,18.50
4332,450,120,18.50
4333,450,125,18.50
4334,450,130,18.50
4335,450,135,18.50
4336,450,140,18.50
4337,450,145,18.50
4338,450,150,18.50
4339,450,155,18.50
4340,450,160,18.50
4341,450,165,18.50
4342,450,170,18.50
4343,450,175,18.50
4344,450,180,18.50
4345,450,185,18.50
4346,450,190,18.50
4347,450,195,18.50
4348,450,200,18.50
4349,450,205,18.50
4350,450,210,18.50
4351,450,215,18.50
4352,450,220,18.50
4353,450,225,18.50
4354,450,230,18.50
4355,450,235,18.50
4356,450,240,18.50
4357,450,245,18.50
4358,450,250,18.50
4359,450,255,18.50
4360,450,260,18.50
4361,450,20,19.00
4362,450,25,19.00
4363,450,30,19.00
4364,450,35,19.00
4365,450,40,19.00
4366,450,45,19.00
4367,450,50,19.00
4368,450,55,19.00
4369,450,60,19.00
4370,450,65,19.00
4371,450,70,19.00
4372,450,75,19.00
4373,450,80,19.00
4374,450,85,19.00
4375,450,90,19.00
4376,450,95,19.00
4377,450,100,19.00
4378,450,105,19.00
4379,450,110,19.00
4380,450,115,19.00
4381,450,120,19.00
4382,450,125,19.00
4383,450,130,19.00
4384,450,135,19.00
4385,450,140,19.00
4386,450,145,19.00
4387,450,150,19.00
4388,450,155,19.00
4389,450,160,19.00
4390,450,165,19.00
4391,450,170,19.00
4392,450,175,19.00
4393,450,180,19.00
4394,450,185,19.00
4395,450,190,19.00
4396,450,195,19.00
4397,450,200,19.00
4398,450,205,19.00
4399,450,210,19.00
4400,450,215,19.00
4401,450,220,19.00
4402,450,225,19.00
4403,450,230,19.00
4404,450,235,19.00
4405,450,240,19.00
4406,450,245,19.00
4407,450,250,19.00
4408,450,255,19.00
4409,450,260,19.00
4410,450,20,19.50
4411,450,25,19.50
4412,450,30,19.50
4413,450,35,19.50
4414,450,40,19.50
4415,450,45,19.50
4416,450,50,19.50
4417,450,55,19.50
4418,450,60,19.50
4419,450,65,19.50
4420,450,70,19.50
4421,450,75,19.50
4422,450,80,19.50
4423,450,85,19.50
4424,450,90,19.50
4425,450,95,19.50
4426,450,100,19.50
4427,450,105,19.50
4428,450,110,19.50
4429,450,115,19.50
4430,450,120,19.50
4431,450,125,19.50
4432,450,130,19.50
4433,450,135,19.50
4434,450,140,19.50
4435,450,145,19.50
4436,450,150,19.50
4437,450,155,19.50
4438,450,160,19.50
4439,450,165,19.50
4440,450,170,19.50
4441,450,175,19.50
4442,450,180,19.50
4443,450,185,19.50
4444,450,190,19.50
4445,450,195,19.50
4446,450,200,19.50
4447,450,205,19.50
4448,450,210,19.50
4449,450,215,19.50
4450,450,220,19.50
4451,450,225,19.50
4452,450,230,19.50
4453,450,235,19.50
4454,450,240,19.50
4455,450,245,19.50
4456,450,250,19.50
4457,450,255,19.50
4458,450,260,19.50
4459,450,20,20.00
4460,450,25,20.00
4461,450,30,20.00
4462,450,35,20.00
4463,450,40,20.00
4464,450,45,20.00
4465,450,50,20.00
4466,450,55,20.00
4467,450,60,20.00
4468,450,65,20.00
4469,450,70,20.00
4470,450,75,20.00
4471,450,80,20.00
4472,450,85,20.00
4473,450,90,20.00
4474,450,95,20.00
4475,450,100,20.00
4476,450,105,20.00
4477,450,110,20.00
4478,450,115,20.00
4479,450,120,20.00
4480,450,125,20.00
4481,450,130,20.00
4482,450,135,20.00
4483,450,140,20.00
4484,450,145,20.00
4485,450,150,20.00
4486,450,155,20.00
4487,450,160,20.00
4488,450,165,20.00
4489,450,170,20.00
4490,450,175,20.00
4491,450,180,20.00
4492,450,185,20.00
4493,450,190,20.00
4494,450,195,20.00
4495,450,200,20.00
4496,450,205,20.00
4497,450,210,20.00
4498,450,215,20.00
4499,450,220,20.00
4500,450,225,20.00
4501,450,230,20.00
4502,450,235,20.00
4503,450,240,20.00
4504,450,245,20.00
4505,450,250,20.00
4506,450,255,20.00
4507,450,260,20.00
4508,450,20,20.50
4509,450,25,20.50
4510,450,30,20.50
4511,450,35,20.50
4512,450,40,20.50
4513,450,45,20.50
4514,450,50,20.50
4515,450,55,20.50
4516,450,60,20.50
4517,450,65,20.50
4518,450,70,20.50
4519,450,75,20.50
4520,450,80,20.50
4521,450,85,20.50
4522,450,90,20.50
4523,450,95,20.50
4524,450,100,20.50
4525,450,105,20.50
4526,450,110,20.50
4527,450,115,20.50
4528,450,120,20.50
4529,450,125,20.50
4530,450,130,20.50
4531,450,135,20.50
4532,450,140,20.50
4533,450,145,20.50
4534,450,150,20.50
4535,450,155,20.50
4536,450,160,20.50
4537,450,165,20.50
4538,450,170,20.50
4539,450,175,20.50
4540,450,180,20.50
4541,450,185,20.50
4542,450,190,20.50
4543,450,195,20.50
4544,450,200,20.50
4545,450,205,20.50
4546,450,210,20.50
4547,450,215,20.50
4548,450,220,20.50
4549,450,225,20.50
4550,450,230,20.50
4551,450,235,20.50
4552,450,240,20.50
4553,450,245,20.50
4554,450,250,20.50
4555,450,255,20.50
4556,450,260,20.50
4557,450,20,21.00
4558,450,25,21.00
4559,450,30,21.00
4560,450,35,21.00
4561,450,40,21.00
4562,450,45,21.00
4563,450,50,21.00
4564,450,55,21.00
4565,450,60,21.00
4566,450,65,21.00
4567,450,70,21.00
4568,450,75,21.00
4569,450,80,21.00
4570,450,85,21.00
4571,450,90,21.00
4572,450,95,21.00
4573,450,100,21.00
4574,450,105,21.00
4575,450,110,21.00
4576,450,115,21.00
4577,450,120,21.00
4578,450,125,21.00
4579,450,130,21.00
4580,450,135,21.00
4581,450,140,21.00
4582,450,145,21.00
4583,450,150,21.00
4584,450,155,21.00
4585,450,160,21.00
4586,450,165,21.00
4587,450,170,21.00
4588,450,175,21.00
4589,450,180,21.00
4590,450,185,21.00
4591,450,190,21.00
4592,450,195,21.00
4593,450,200,21.00
4594,450,205,21.00
4595,450,210,21.00
4596,450,215,21.00
4597,450,220,21.00
4598,450,225,21.00
4599,450,230,21.00
4600,450,235,21.00
4601,450,240,21.00
4602,450,245,21.00
4603,450,250,21.00
4604,450,255,21.00
4605,450,260,21.00
4606,450,20,21.50
4607,450,25,21.50
4608,450,30,21.50
4609,450,35,21.50
4610,450,40,21.50
4611,450,45,21.50
4612,450,50,21.50
4613,450,55,21.50
4614,450,60,21.50
4615,450,65,21.50
4616,450,70,21.50
4617,450,75,21.50
4618,450,80,21.50
4619,450,85,21.50
4620,450,90,21.50
4621,450,95,21.50
4622,450,100,21.50
4623,450,105,21.50
4624,450,110,21.50
4625,450,115,21.50
4626,450,120,21.50
4627,450,125,21.50
4628,450,130,21.50
4629,450,135,21.50
4630,450,140,21.50
4631,450,145,21.50
4632,450,150,21.50
4633,450,155,21.50
4634,450,160,21.50
4635,450,165,21.50
4636,450,170,21.50
4637,450,175,21.50
4638,450,180,21.50
4639,450,185,21.50
4640,450,190,21.50
4641,450,195,21.50
4642,450,200,21.50
4643,450,205,21.50
4644,450,210,21.50
4645,450,215,21.50
4646,450,220,21.50
4647,450,225,21.50
4648,450,230,21.50
4649,450,235,21.50
4650,450,240,21.50
4651,450,245,21.50
4652,450,250,21.50
4653,450,255,21.50
4654,450,260,21.50
4655,450,20,22.00
4656,450,25,22.00
4657,450,30,22.00
4658,450,35,22.00
4659,450,40,22.00
4660,450,45,22.00
4661,450,50,22.00
4662,450,55,22.00
4663,450,60,22.00
4664,450,65,22.00
4665,450,70,22.00
4666,450,75,22.00
4667,450,80,22.00
4668,450,85,22.00
4669,450,90,22.00
4670,450,95,22.00
4671,450,100,22.00
4672,450,105,22.00
4673,450,110,22.00
4674,450,115,22.00
4675,450,120,22.00
4676,450,125,22.00
4677,450,130,22.00
4678,450,135,22.00
4679,450,140,22.00
4680,450,145,22.00
4681,450,150,22.00
4682,450,155,22.00
4683,450,160,22.00
4684,450,165,22.00
4685,450,170,22.00
4686,450,175,22.00
4687,450,180,22.00
4688,450,185,22.00
4689,450,190,22.00
4690,450,195,22.00
4691,450,200,22.00
4692,450,205,22.00
4693,450,210,22.00
4694,450,215,22.00
4695,450,220,22.00
4696,450,225,22.00
4697,450,230,22.00
4698,450,235,22.00
4699,450,240,22.00
4700,450,245,22.00
4701,450,250,22.00
4702,450,255,22.00
4703,450,260,22.00
4704,450,20,22.50
4705,450,25,22.50
4706,450,30,22.50
4707,450,35,22.50
4708,450,40,22.50
4709,450,45,22.50
4710,450,50,22.50
4711,450,55,22.50
4712,450,60,22.50
4713,450,65,22.50
4714,450,70,22.50
4715,450,75,22.50
4716,450,80,22.50
4717,450,85,22.50
4718,450,90,22.50
4719,450,95,22.50
4720,450,100,22.50
4721,450,105,22.50
4722,450,110,22.50
4723,450,115,22.50
4724,450,120,22.50
4725,450,125,22.50
4726,450,130,22.50
4727,450,135,22.50
4728,450,140,22.50
4729,450,145,22.50
4730,450,150,22.50
4731,450,155,22.50
4732,450,160,22.50
4733,450,165,22.50
4734,450,170,22.50
4735,450,175,22.50
4736,450,180,22.50
4737,450,185,22.50
4738,450,190,22.50
4739,450,195,22.50
4740,450,200,22.50
4741,450,205,22.50
4742,450,210,22.50
4743,450,215,22.50
4744,450,220,22.50
4745,450,225,22.50
4746,450,230,22.50
4747,450,235,22.50
4748,450,240,22.50
4749,450,245,22.50
4750,450,250,22.50
4751,450,255,22.50
4752,450,260,22.50
4753,450,20,23.00
4754,450,25,23.00
4755,450,30,23.00
4756,450,35,23.00
4757,450,40,23.00
4758,450,45,23.00
4759,450,50,23.00
4760,450,55,23.00
4761,450,60,23.00
4762,450,65,23.00
4763,450,70,23.00
4764,450,75,23.00
4765,450,80,23.00
4766,450,85,23.00
4767,450,90,23.00
4768,450,95,23.00
4769,450,100,23.00
4770,450,105,23.00
4771,450,110,23.00
4772,450,115,23.00
4773,450,120,23.00
4774,450,125,23.00
4775,450,130,23.00
4776,450,135,23.00
4777,450,140,23.00
4778,450,145,23.00
4779,450,150,23.00
4780,450,155,23.00
4781,450,160,23.00
4782,450,165,23.00
4783,450,170,23.00
4784,450,175,23.00
4785,450,180,23.00
4786,450,185,23.00
4787,450,190,23.00
4788,450,195,23.00
4789,450,200,23.00
4790,450,205,23.00
4791,450,210,23.00
4792,450,215,23.00
4793,450,220,23.00
4794,450,225,23.00
4795,450,230,23.00
4796,450,235,23.00
4797,450,240,23.00
4798,450,245,23.00
4799,450,250,23.00
4800,450,255,23.00
4801,450,260,23.00
4802,450,20,23.50
4803,450,25,23.50
4804,450,30,23.50
4805,450,35,23.50
4806,450,40,23.50
4807,450,45,23.50
4808,450,50,23.50
4809,450,55,23.50
4810,450,60,23.50
4811,450,65,23.50
4812,450,70,23.50
4813,450,75,23.50
4814,450,80,23.50
4815,450,85,23.50
4816,450,90,23.50
4817,450,95,23.50
4818,450,100,23.50
4819,450,105,23.50
4820,450,110,23.50
4821,450,115,23.50
4822,450,120,23.50
4823,450,125,23.50
4824,450,130,23.50
